,message,label,message_length,num_digits,has_link,has_email,is_question,contain_spam_keywords,spam_keywords_count,starts_with_greeting,has_closing,num_sepcail_chars,num_excalamation_marks,number_upper_words,message_cleaned
4764,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,ham,75,0,0,0,0,1,1,0,0,1,1,2,"['lol', 'Ġno', 'Ġ.', 'ĠI', 'Ġjust', 'Ġneed', 'Ġto', 'Ġcash', 'Ġin', 'Ġmy', 'Ġnit', 'ro', 'Ġ.', 'Ġhurry', 'Ġcome', 'Ġon', 'Ġbefore', 'ĠI', 'Ġcrash', 'Ġout', 'Ġ!']"
4765,Just send a text. We'll skype later.,ham,36,0,0,0,0,0,0,0,0,1,0,0,"['Ġsend', 'Ġa', 'Ġtext', 'Ġ.', 'Ġwe', 'Ġwill', 'Ġsk', 'ype', 'Ġlater', 'Ġ.']"
4766,Ok leave no need to ask,ham,23,0,0,0,0,0,0,0,0,0,0,0,"['ok', 'Ġleave', 'Ġno', 'Ġneed', 'Ġto', 'Ġask']"
4767,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam,160,21,0,0,0,1,1,0,0,1,1,2,"['cong', 'rat', 'Ġ2', 'Ġmobile', 'Ġ3', 'Ġg', 'Ġvide', 'ophone', 'Ġr', 'Ġyour', 'Ġ.', 'Ġcall', 'Ġ09', '06', '345', '81', '30', 'Ġnow', 'Ġ!', 'Ġvideo', 'chat', 'Ġwid', 'Ġur', 'Ġmate', 'Ġ,', 'Ġplay', 'Ġjava', 'Ġgame', 'Ġ,', 'Ġd', 'load', 'Ġpoly', 'ph', 'Ġmusic', 'Ġ,', 'Ġn', 'oline', 'Ġrent', 'l', 'Ġ.', 'Ġb', 'x', '420', 'Ġ.', 'Ġip', '4', 'Ġ.', 'Ġ5', 'Ġ.', 'Ġ150', 'p']"
4768,ÌÏ still got lessons?  ÌÏ in sch?,ham,33,0,0,0,1,0,0,0,0,6,0,2,"['Ã', '¬', 'Ã¯', 'Ġstill', 'Ġget', 'Ġlesson', 'Ġ?', 'Ġ', 'Ġ', 'ĠÃ', '¬', 'Ã¯', 'Ġin', 'Ġsch', 'Ġ?']"
4769,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,ham,99,0,0,0,0,0,0,0,0,2,0,3,"['Ġshe', 'Ġdun', 'Ġbelieve', 'Ġle', 'h', 'Ġ?', 'ĠI', 'Ġtot', 'ĠI', 'Ġtell', 'Ġshe', 'Ġit', 'Ġbe', 'Ġtrue', 'Ġalready', 'Ġ.', 'ĠI', 'Ġth', 'k', 'Ġshe', 'Ġm', 'uz', 'Ġc', 'Ġus', 'Ġto', 'g', 'Ġthen', 'Ġshe', 'Ġbelieve', 'Ġ.']"
4770,Oh did you charge camera,ham,24,0,0,0,0,0,0,0,0,0,0,0,"['oh', 'Ġdo', 'Ġyou', 'Ġcharge', 'Ġcamera']"
4771,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!",ham,67,0,0,0,0,0,0,0,0,4,1,0,"['Â', 'ī', 'Ã»', 'Ã', '·', 'Ġget', 'Ġsome', 'Ġsalt', 'Ġ,', 'Ġyou', 'Ġcan', 'Ġrub', 'Ġit', 'Ġin', 'Ġmy', 'Ġopen', 'Ġwound', 'Ġif', 'Ġyou', 'Ġlike', 'Ġ!']"
4772,Now i'm going for lunch.,ham,24,0,0,0,0,1,1,0,0,1,0,0,"['ĠI', 'Ġbe', 'Ġgo', 'Ġfor', 'Ġlunch', 'Ġ.']"
4773,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,ham,85,0,0,0,0,1,1,0,0,4,0,1,"['Ġbe', 'Ġin', 'Ġschool', 'Ġnow', 'Ġn', 'ĠI', 'Ġwill', 'Ġbe', 'Ġin', 'Ġda', 'Ġlab', 'Ġdo', 'Ġsome', 'Ġstuff', 'Ġgive', 'ĠI', 'Ġa', 'Ġcall', 'Ġwhen', 'ĠÃ', '¬', 'Ġ_', 'Ġr', 'Ġdo', 'Ġ.']"
4774,Oh k. . I will come tomorrow,ham,28,0,0,0,0,0,0,0,0,0,0,1,"['oh', 'Ġk', '.', 'Ġ.', 'ĠI', 'Ġwill', 'Ġcome', 'Ġtomorrow']"
4775,"Aight, text me tonight and we'll see what's up",ham,46,0,0,0,0,0,0,0,0,2,0,0,"['ight', 'Ġ,', 'Ġtext', 'ĠI', 'Ġtonight', 'Ġand', 'Ġwe', 'Ġwill', 'Ġsee', 'Ġwhat', 'Ġbe', 'Ġup']"
4776,U 2.,ham,4,1,0,0,0,0,0,0,0,0,0,1,"['u', 'Ġ2', 'Ġ.']"
4777,Water logging in desert. Geoenvironmental implications.,ham,55,0,0,0,0,0,0,0,0,0,0,0,"['water', 'Ġlog', 'Ġin', 'Ġdesert', 'Ġ.', 'Ġge', 'oen', 'vironment', 'al', 'Ġimplication', 'Ġ.']"
4778,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham,93,0,1,0,0,0,0,0,0,0,0,0,"['ra', 'ji', 'Ġ..', 'Ġpl', 'Ġdo', 'ĠI', 'Ġa', 'Ġfavour', 'Ġ.', 'Ġpl', 'Ġconvey', 'Ġmy', 'Ġbirthday', 'Ġwish', 'Ġto', 'Ġn', 'im', 'ya', 'Ġ.', 'Ġpl', 'Ġ.', 'Ġtoday', 'Ġbe', 'Ġher', 'Ġbirthday', 'Ġ.']"
4779,Company is very good.environment is terrific and food is really nice:),ham,70,0,0,0,0,0,0,0,0,2,0,0,"['company', 'Ġbe', 'Ġvery', 'Ġgood', '.', 'environment', 'Ġbe', 'Ġterrific', 'Ġand', 'Ġfood', 'Ġbe', 'Ġreally', 'Ġnice', 'Ġ:)']"
4780,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",ham,86,1,0,0,0,1,1,0,0,1,0,0,"['Ġstrange', 'Ġ.', 'Ġ', 'Ġ', 'Ġand', 'Ġ', 'Ġ', 'Ġbe', 'Ġwatch', 'Ġthe', 'Ġ2', 'nd', 'Ġone', 'Ġnow', 'Ġbut', 'ĠI', 'Ġbe', 'Ġin', 'Ġbed', 'Ġ.', 'Ġsweet', 'Ġdream', 'Ġ,', 'Ġmiss', 'Ġu']"
4781,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,spam,119,11,0,0,0,1,2,0,0,5,3,7,"['ms', 'Ġauction', 'Ġ-', 'Ġa', 'Ġbrand', 'Ġnew', 'Ġn', 'okia', 'Ġ72', '50', 'Ġbe', 'Ġup', 'Ġ4', 'Ġauction', 'Ġtoday', 'Ġ!', 'Ġauction', 'Ġbe', 'Ġfree', 'Ġ2', 'Ġjoin', 'Ġ&', 'Ġtake', 'Ġpart', 'Ġ!', 'Ġt', 'xt', 'Ġn', 'okia', 'Ġto', 'Ġ8', '60', '21', 'Ġnow', 'Ġ!']"
4782,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",ham,101,0,0,0,0,0,0,1,0,1,0,0,"['hi', 'Ġhope', 'Ġu', 'Ġr', 'Ġboth', 'Ġok', 'Ġ,', 'Ġhe', 'Ġsay', 'Ġhe', 'Ġwould', 'Ġtext', 'Ġand', 'Ġhe', 'Ġhave', 'Ġnot', 'Ġ,', 'Ġhave', 'Ġu', 'Ġsee', 'Ġhe', 'Ġ,', 'Ġlet', 'ĠI', 'Ġdown', 'Ġgently', 'Ġplease']"
4783,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",ham,157,0,0,0,0,1,1,0,0,7,3,5,"['b', 'abe', 'Ġ!', 'ĠI', 'Ġfucking', 'Ġlove', 'Ġyou', 'Ġtoo', 'Ġ!', 'Ġ!', 'Ġyou', 'Ġknow', 'Ġ?', 'Ġfuck', 'Ġit', 'Ġbe', 'Ġso', 'Ġgood', 'Ġto', 'Ġhear', 'Ġyour', 'Ġvoice', 'Ġ.', 'ĠI', 'Ġso', 'Ġneed', 'Ġthat', 'Ġ.', 'ĠI', 'Ġcrave', 'Ġit', 'Ġ.', 'ĠI', 'Ġcan', 'Ġnot', 'Ġget', 'Ġenough', 'Ġ.', 'ĠI', 'Ġadore', 'Ġyou', 'Ġ,', 'Ġah', 'mad', 'Ġ*', 'Ġkiss', 'Ġ*']"
4784,K sure am in my relatives home. Sms me de. Pls:-),ham,49,0,0,0,0,0,0,0,0,3,0,1,"['k', 'Ġsure', 'Ġbe', 'Ġin', 'Ġmy', 'Ġrelative', 'Ġhome', 'Ġ.', 'Ġsm', 'ĠI', 'Ġde', 'Ġ.', 'Ġpl', ':-', 'Ġ)']"
4785,I sent them. Do you like?,ham,25,0,0,0,1,0,0,0,0,1,0,1,"['Ġsend', 'Ġthey', 'Ġ.', 'Ġdo', 'Ġyou', 'Ġlike', 'Ġ?']"
4786,"Fuuuuck I need to stop sleepin, sup",ham,35,0,0,0,0,0,0,0,0,0,0,1,"['f', 'uu', 'u', 'uck', 'ĠI', 'Ġneed', 'Ġto', 'Ġstop', 'Ġsleep', 'Ġ,', 'Ġsup']"
4787,I'm in town now so i'll jus take mrt down later.,ham,48,0,0,0,0,1,1,0,0,2,0,0,"['Ġbe', 'Ġin', 'Ġtown', 'Ġnow', 'Ġso', 'ĠI', 'Ġwill', 'Ġj', 'us', 'Ġtake', 'Ġm', 'rt', 'Ġdown', 'Ġlater', 'Ġ.']"
4788,I just cooked a rather nice salmon a la you,ham,43,0,0,0,0,0,0,0,0,0,0,1,"['Ġjust', 'Ġcook', 'Ġa', 'Ġrather', 'Ġnice', 'Ġsalmon', 'Ġa', 'Ġla', 'Ġyou']"
4789,I uploaded mine to Facebook,ham,27,0,0,0,0,0,0,0,0,0,0,1,"['Ġupload', 'Ġmine', 'Ġto', 'Ġfacebook']"
4790,WHAT TIME U WRKIN?,ham,18,0,0,0,1,0,0,0,0,1,0,4,"['Ġtime', 'Ġu', 'Ġwr', 'kin', 'Ġ?']"
4791,Okie,ham,4,0,0,0,0,0,0,0,0,0,0,0,"['ok', 'ie']"
4792,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam,142,19,0,0,0,1,1,0,0,5,0,1,"['ree', 'Ġentry', 'Ġin', 'Ġ2', 'Ġa', 'Ġweekly', 'Ġcomp', 'Ġfor', 'Ġa', 'Ġchance', 'Ġto', 'Ġwin', 'Ġan', 'Ġip', 'od', 'Ġ.', 'Ġt', 'xt', 'Ġpod', 'Ġto', 'Ġ8', '01', '82', 'Ġto', 'Ġget', 'Ġentry', 'Ġ(', 'Ġstd', 'Ġt', 'xt', 'Ġrate', 'Ġ)', 'Ġt', '&', 'c', ""Ġ'"", 'Ġapply', 'Ġ08', '45', '28', '100', '73', 'Ġfor', 'Ġdetail', 'Ġ18', 'Ġ+']"
4793,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,spam,156,6,0,0,0,1,2,0,0,0,0,2,"['Ġrecord', 'Ġindicate', 'Ġu', 'Ġmaybe', 'Ġentitle', 'Ġto', 'Ġ5000', 'Ġpound', 'Ġin', 'Ġcompensation', 'Ġfor', 'Ġthe', 'Ġaccident', 'Ġyou', 'Ġhave', 'Ġ.', 'Ġto', 'Ġclaim', 'Ġ4', 'Ġfree', 'Ġreply', 'Ġwith', 'Ġclaim', 'Ġto', 'Ġthis', 'Ġmsg', 'Ġ.', 'Ġ2', 'Ġstop', 'Ġt', 'xt', 'Ġstop']"
4794,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,ham,69,0,0,0,0,0,0,0,0,0,0,0,"['oh', 'Ġoh', 'Ġ...', 'Ġden', 'Ġm', 'uz', 'Ġchange', 'Ġplan', 'Ġl', 'iao', 'Ġ...', 'Ġgo', 'Ġback', 'Ġhave', 'Ġto', 'Ġy', 'Ġj', 'iu', 'Ġagain', 'Ġ...']"
4795,"It's wylie, you in tampa or sarasota?",ham,37,0,0,0,1,0,0,0,0,2,0,0,"['Ġbe', 'Ġw', 'yl', 'ie', 'Ġ,', 'Ġyou', 'Ġin', 'Ġt', 'ampa', 'Ġor', 'Ġsar', 'ota', 'Ġ?']"
4796,Ok... Take ur time n enjoy ur dinner...,ham,39,0,0,0,0,0,0,0,0,0,0,0,"['ok', 'Ġ...', 'Ġtake', 'Ġur', 'Ġtime', 'Ġn', 'Ġenjoy', 'Ġur', 'Ġdinner', 'Ġ...']"
4797,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,ham,134,2,0,0,0,0,0,0,0,0,0,0,"['dar', 'ren', 'Ġbe', 'Ġsay', 'Ġdat', 'Ġif', 'Ġu', 'Ġmeet', 'Ġda', 'Ġge', 'Ġden', 'Ġwe', 'Ġdun', 'Ġmeet', 'Ġ4', 'Ġdinner', 'Ġ.', 'Ġcos', 'Ġlater', 'Ġu', 'Ġleave', 'Ġx', 'Ġwill', 'Ġfeel', 'Ġawkward', 'Ġ.', 'Ġden', 'Ġu', 'Ġmeet', 'Ġhe', 'Ġ4', 'Ġlunch', 'Ġl', 'Ġ.']"
4798,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",spam,150,18,0,0,0,1,1,0,0,2,0,2,"['sp', 'ook', 'Ġup', 'Ġyour', 'Ġmob', 'Ġwith', 'Ġa', 'Ġhall', 'ow', 'een', 'Ġcollection', 'Ġof', 'Ġa', 'Ġlogo', 'Ġ&', 'Ġpic', 'Ġmessage', 'Ġplus', 'Ġa', 'Ġfree', 'Ġeerie', 'Ġtone', 'Ġ,', 'Ġt', 'xt', 'Ġcard', 'Ġsp', 'ook', 'Ġto', 'Ġ800', '7', 'Ġze', 'Ġ0', '87', '014', '17', '01', '21', '50', 'p', 'Ġper', 'Ġlogo', 'Ġ/', 'Ġpic']"
4799,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,ham,85,0,0,0,0,1,2,0,0,4,1,1,"['Ġlike', 'Ġcheap', 'Ġ!', 'Ġbut', 'Ġi', 'Â', 'ī', 'Ã»', 'Ã', '·', 'Ġhappy', 'Ġto', 'Ġsplash', 'Ġout', 'Ġon', 'Ġthe', 'Ġwine', 'Ġif', 'Ġit', 'Ġmake', 'Ġyou', 'Ġfeel', 'Ġwell', 'Ġ..']"
4800,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,ham,116,0,1,0,0,0,0,0,0,0,0,1,"['.', 'Ġfine', 'Ġ.', 'ĠI', 'Ġhave', 'Ġhave', 'Ġdifficulty', 'Ġwith', 'Ġher', 'Ġphone', 'Ġ.', 'Ġit', 'Ġwork', 'Ġwith', 'Ġmine', 'Ġ.', 'Ġcan', 'Ġyou', 'Ġpl', 'Ġsend', 'Ġshe', 'Ġanother', 'Ġfriend', 'Ġrequest', 'Ġ.']"
4801,Ugh my leg hurts. Musta overdid it on mon.,ham,42,0,0,0,0,0,0,0,0,0,0,0,"['ugh', 'Ġmy', 'Ġleg', 'Ġhurt', 'Ġ.', 'Ġmust', 'Ġover', 'Ġit', 'Ġon', 'Ġmon', 'Ġ.']"
4802,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,spam,151,12,1,0,0,1,2,0,0,2,2,0,"['call', 'Ġg', 'erman', 'Ġfor', 'Ġonly', 'Ġ1', 'Ġpenny', 'Ġper', 'Ġminute', 'Ġ!', 'Ġcall', 'Ġfrom', 'Ġa', 'Ġfix', 'Ġline', 'Ġvia', 'Ġaccess', 'Ġnumber', 'Ġ08', '44', 'Ġ8', '61', 'Ġ85', 'Ġ85', 'Ġ.', 'Ġno', 'Ġprep', 'ay', 'ment', 'Ġ.', 'Ġdirect', 'Ġaccess', 'Ġ!', 'Ġwww', '.', 'eled', 'isc', 'ount', '.', 'co', '.', 'uk']"
4803,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam,164,26,1,0,0,1,2,1,0,7,1,5,"['Ġve', 'Ġwin', 'Ġ!', 'Ġyour', 'Ġ4', 'Ġ*', 'Ġcost', 'Ġdel', 'Ġsol', 'Ġholiday', 'Ġor', 'ĠÃ', '¥', 'Â£', '5000', 'Ġawait', 'Ġcollection', 'Ġ.', 'Ġcall', 'Ġ09', '05', '00', '900', '44', 'Ġnow', 'Ġto', 'claim', 'Ġ.', 'Ġsa', 'e', 'Ġ,', 'Ġtc', 'Ġs', 'Ġ,', 'Ġp', 'ob', 'ox', '334', 'Ġ,', 'Ġstock', 'port', 'Ġ,', 'Ġsk', '38', 'x', 'h', 'Ġ,', 'Ġcost', 'Ã¥', 'Â£', '1', '.', '50', 'Ġ/', 'Ġpm', 'Ġ,', 'Ġmax', '10', 'mins']"
4804,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,ham,40,0,0,0,1,1,1,0,0,1,0,8,"['w', 'ot', 'Ġstudent', 'Ġdiscount', 'Ġcan', 'Ġu', 'Ġget', 'Ġon', 'Ġbook', 'Ġ?']"
4805,Me fine..absolutly fine,ham,23,0,0,0,0,0,0,0,0,0,0,0,"['Ġfine', 'Ġ..', 'Ġabs', 'ol', 'ut', 'ly', 'Ġfine']"
4806,How come she can get it? Should b quite diff to guess rite...,ham,61,0,0,0,0,0,0,0,0,1,0,0,"['Ġcome', 'Ġshe', 'Ġcan', 'Ġget', 'Ġit', 'Ġ?', 'Ġshould', 'Ġb', 'Ġquite', 'Ġdiff', 'Ġto', 'Ġguess', 'Ġrite', 'Ġ...']"
4807,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,spam,160,15,0,0,0,1,2,0,0,2,0,1,"['Ġyour', 'Ġmobile', 'Ġ11', 'th', 'Ġ?', 'Ġupdate', 'Ġfor', 'Ġfree', 'Ġto', 'Ġorange', 'Ġlate', 'Ġcolour', 'Ġcamera', 'Ġmobile', 'Ġ&', 'Ġunlimited', 'Ġweekend', 'Ġcall', 'Ġ.', 'Ġcall', 'Ġmobile', 'Ġupd', '8', 'Ġon', 'Ġfree', 'f', 'one', 'Ġ08', '000', '8', '39', '402', 'Ġor', 'Ġ2', 'st', 'opt', 'xt']"
4808,I will reach ur home in  &lt;#&gt;  minutes,ham,43,0,0,0,0,0,0,0,0,5,0,1,"['Ġwill', 'Ġreach', 'Ġur', 'Ġhome', 'Ġin', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ', 'Ġ', 'Ġminute']"
4809,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",ham,109,0,0,0,0,0,0,0,0,6,1,2,"['b', 'abe', 'Ġ,', 'ĠI', 'Ġbe', 'Ġanswer', 'Ġyou', 'Ġ,', 'Ġcan', 'Ġnot', 'Ġyou', 'Ġsee', 'ĠI', 'Ġ?', 'Ġmaybe', 'Ġyou', 'Ġwould', 'Ġwell', 'Ġreboot', 'Ġy', 'Ġ...', 'ĠI', 'Ġget', 'Ġthe', 'Ġphoto', 'Ġ...', 'Ġit', 'Ġbe', 'Ġgreat', 'Ġ!']"
4810,Hi.what you think about match?,ham,30,0,1,0,1,0,0,1,0,1,0,0,"['hi', '.', 'Ġyou', 'Ġthink', 'Ġabout', 'Ġmatch', 'Ġ?']"
4811,Dai i downloaded but there is only exe file which i can only run that exe after installing.,ham,91,0,0,0,0,0,0,0,0,0,0,0,"['ai', 'ĠI', 'Ġdownload', 'Ġbut', 'Ġthere', 'Ġbe', 'Ġonly', 'Ġex', 'e', 'Ġfile', 'Ġwhich', 'ĠI', 'Ġcan', 'Ġonly', 'Ġrun', 'Ġthat', 'Ġex', 'e', 'Ġafter', 'Ġinst', 'al', 'Ġ.']"
4812,It is only yesterday true true.,ham,31,0,0,0,0,0,0,0,0,0,0,0,"['Ġbe', 'Ġonly', 'Ġyesterday', 'Ġtrue', 'Ġtrue', 'Ġ.']"
4813,K.k.how is your business now?,ham,29,0,1,0,1,1,1,0,0,1,0,0,"['k', '.', 'k', '.', 'Ġbe', 'Ġyour', 'Ġbusiness', 'Ġnow', 'Ġ?']"
4814,3 pa but not selected.,ham,22,1,0,0,0,0,0,0,0,0,0,0,"['3', 'Ġpa', 'Ġbut', 'Ġnot', 'Ġselect', 'Ġ.']"
4815,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,spam,136,21,1,0,0,0,0,0,0,9,0,6,"['natal', 'ja', 'Ġ(', 'Ġ25', 'Ġ/', 'Ġf', 'Ġ)', 'Ġbe', 'Ġinvite', 'Ġyou', 'Ġto', 'Ġbe', 'Ġher', 'Ġfriend', 'Ġ.', 'Ġreply', 'Ġyes', '-', '440', 'Ġor', 'Ġno', '-', '440', 'Ġsee', 'Ġshe', 'Ġ:', 'Ġwww', '.', 'ms', '.', 'ac', '/', 'u', '/', 'nat', '27', '08', '1980', 'Ġstop', 'Ġ?', 'Ġsend', 'Ġstop', 'Ġfr', 'nd', 'Ġto', 'Ġ6', '24', '68']"
4816,I keep ten rs in my shelf:) buy two egg.,ham,40,0,0,0,0,1,1,0,0,2,0,1,"['Ġkeep', 'Ġten', 'Ġrs', 'Ġin', 'Ġmy', 'Ġshelf', 'Ġ:)', 'Ġbuy', 'Ġtwo', 'Ġegg', 'Ġ.']"
4817,I am late. I will be there at,ham,29,0,0,0,0,0,0,0,0,0,0,2,"['Ġbe', 'Ġlate', 'Ġ.', 'ĠI', 'Ġwill', 'Ġbe', 'Ġthere', 'Ġat']"
4818,Well thats nice. Too bad i cant eat it,ham,38,0,0,0,0,0,0,0,0,0,0,0,"['well', 'Ġthat', 'Ġs', 'Ġnice', 'Ġ.', 'Ġtoo', 'Ġbad', 'ĠI', 'Ġcan', 'Ġnot', 'Ġeat', 'Ġit']"
4819,I accidentally brought em home in the box,ham,41,0,0,0,0,0,0,0,0,0,0,1,"['Ġaccidentally', 'Ġbring', 'Ġem', 'Ġhome', 'Ġin', 'Ġthe', 'Ġbox']"
4820,Pls she needs to dat slowly or she will vomit more.,ham,51,0,0,0,0,0,0,0,0,0,0,0,"['pl', 'Ġshe', 'Ġneed', 'Ġto', 'Ġdat', 'Ġslowly', 'Ġor', 'Ġshe', 'Ġwill', 'Ġvomit', 'Ġmore', 'Ġ.']"
4821,I have to take exam with in march 3,ham,35,1,0,0,0,0,0,0,0,0,0,1,"['Ġhave', 'Ġto', 'Ġtake', 'Ġexam', 'Ġwith', 'Ġin', 'Ġmarch', 'Ġ3']"
4822,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",ham,89,2,0,0,0,0,0,0,0,3,0,0,"['j', 'ane', 'Ġbab', 'es', 'Ġnot', 'Ġgo', 'Ġ2', 'Ġwr', 'k', 'Ġ,', 'Ġfeel', 'Ġill', 'Ġafter', 'Ġl', 'st', 'Ġn', 'ite', 'Ġ.', 'Ġf', 'one', 'Ġin', 'Ġalready', 'Ġcover', 'Ġ4', 'ĠI', 'Ġchuck', '.:', '-', 'Ġ)']"
4823,5 nights...We nt staying at port step liao...Too ex,ham,51,1,1,0,0,0,0,0,0,0,0,0,"['5', 'Ġnight', 'Ġ...', 'Ġwe', 'Ġnot', 'Ġstay', 'Ġat', 'Ġport', 'Ġstep', 'Ġl', 'iao', 'Ġ...', 'Ġtoo', 'Ġex']"
4824,If I die I want u to have all my stuffs.,ham,40,0,0,0,0,0,0,0,0,0,0,2,"['ĠI', 'Ġdie', 'ĠI', 'Ġwant', 'Ġu', 'Ġto', 'Ġhave', 'Ġall', 'Ġmy', 'Ġstuff', 'Ġ.']"
4825,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",ham,112,3,0,0,0,0,0,0,0,5,1,23,"['\\', 'oh', 'Ġfuck', 'Ġ.', 'Ġj', 'us', 'w', 'oke', 'Ġup', 'Ġin', 'Ġa', 'Ġbed', 'Ġon', 'Ġa', 'Ġboat', 'Ġthe', 'Ġdock', 'Ġ.', 'Ġslept', 'Ġwid', 'Ġ25', 'Ġyear', 'Ġold', 'Ġ.', 'Ġspin', 'Ġ!', 'Ġg', 'iv', 'Ġu', 'Ġda', 'Ġgossip', 'Ġl', '8', 'r', 'Ġ.', 'Ġx', 'xx', '\\', 'Ġ""', 'Ġ""']"
4826,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,ham,141,1,0,0,0,0,0,0,0,2,2,2,"['sm', 'ile', 'Ġin', 'Ġpleasure', 'Ġsmile', 'Ġin', 'Ġpain', 'Ġsmile', 'Ġwhen', 'Ġtrouble', 'Ġpour', 'Ġlike', 'Ġrain', 'Ġsmile', 'Ġwhen', 'Ġsum', '1', 'Ġhurt', 'Ġu', 'Ġsmile', 'Ġbec', 'oz', 'Ġsomeone', 'Ġstill', 'Ġlove', 'Ġto', 'Ġsee', 'Ġu', 'Ġsmile', 'Ġ!', 'Ġ!']"
4827,Prabha..i'm soryda..realy..frm heart i'm sory,ham,45,0,1,0,0,0,0,0,0,2,0,0,"['pr', 'ab', 'ha', 'Ġ..', 'Ġi', ""'m"", 'Ġs', 'ory', 'da', 'Ġ..', 'Ġreal', 'Ġ..', 'Ġfr', 'Ġheart', 'ĠI', 'Ġbe', 'Ġs', 'ory']"
4828,I re-met alex nichols from middle school and it turns out he's dealing!,ham,71,0,0,0,0,1,1,0,0,3,1,1,"['Ġre', 'Ġ-', 'Ġmeet', 'Ġa', 'lex', 'Ġn', 'ich', 'ols', 'Ġfrom', 'Ġmiddle', 'Ġschool', 'Ġand', 'Ġit', 'Ġturn', 'Ġout', 'Ġhe', 'Ġbe', 'Ġdeal', 'Ġ!']"
4829,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,spam,146,29,0,0,0,0,0,0,0,7,1,4,"['private', 'Ġ!', 'Ġyour', 'Ġ2003', 'Ġaccount', 'Ġstatement', 'Ġfor', 'Ġ<', 'Ġf', 'one', 'Ġno', 'Ġ>', 'Ġshow', 'Ġ800', 'Ġun', 'Ġ-', 'Ġredeem', 'Ġs', '.', 'Ġi', '.', 'Ġm', '.', 'Ġpoint', 'Ġ.', 'Ġcall', 'Ġ0', '87', '15', '20', '36', '56', 'Ġidentifier', 'Ġcode', 'Ġ:', 'Ġ420', '49', 'Ġexpire', 'Ġ26', '/', '10', '/', '04']"
4830,It means u could not keep ur words.,ham,35,0,0,0,0,0,0,0,0,0,0,0,"['Ġmean', 'Ġu', 'Ġcould', 'Ġnot', 'Ġkeep', 'Ġur', 'Ġword', 'Ġ.']"
4831,"Nope, I'm still in the market",ham,29,0,0,0,0,0,0,0,0,1,0,0,"['n', 'ope', 'Ġ,', 'ĠI', 'Ġbe', 'Ġstill', 'Ġin', 'Ġthe', 'Ġmarket']"
